text,source,clean_text
"The rapporteur has lost sight of his objective on the way, overcome by the dominant expertise.",europarl,rapporteur lost sight objective way overcome dominant expertise
Why should it be impracticable to set this tax at a rate which does not jeopardise the long-term investments needed by the economy but which finally makes short-term and speculative investments unattractive.,europarl,impracticable set tax rate jeopardise long term investments needed economy finally makes short term speculative investments unattractive
"   Ladies and gentlemen, we will have to change the agenda, because, as I expect you already know, the President of Ukraine, Mr Yuschenko, cannot be with us today as planned, due to the weather conditions seriously affecting the whole of central Europe which have prevented him from taking off this morning.",europarl,ladies gentlemen change agenda expect already know president ukraine mr yuschenko cannot us today planned due weather conditions seriously affecting whole central europe prevented taking morning
"All Member States of Union have common interests in the state of the forests and their use; the forests serve to bind carbon dioxide, prevent erosion and provide opportunities for recreation. We should also not forget the spiritual values they possess, either.",europarl,member states union common interests state forests use forests serve bind carbon dioxide prevent erosion provide opportunities recreation also forget spiritual values possess either
"in writing. - Every initiative that supports SMEs or improves their conditions should be applauded, and this report has many valid arguments that will be of great value to SMEs throughout Europe.",europarl,writing every initiative supports smes improves conditions applauded report many valid arguments great value smes throughout europe
"With this, and the capacities of the World Bank, we really could do something that matters, not only for energy supply, but also in terms of taking substantial steps to combat climate change.",europarl,capacities world bank really could something matters energy supply also terms taking substantial steps combat climate change
"Given this attitude of the Member States, I fear that in future, problems will arise at the implementation stage of other directives too.",europarl,given attitude member states fear future problems arise implementation stage directives
"When France is incapable of reforming its agriculture sector, following the Commission proposals for agricultural reform, we must say so.",europarl,france incapable reforming agriculture sector following commission proposals agricultural reform must say
"The second stage for this council must also, without a doubt, go beyond the context of economics and finance ministers.",europarl,second stage council must also without doubt go beyond context economics finance ministers
"Mr President, I too should like to begin by congratulating Mrs Carlotti on her report.",europarl,mr president like begin congratulating mrs carlotti report
I am convinced that we received animals to use as food and - insofar as strictly necessary - to develop and test medicines.,europarl,convinced received animals use food insofar strictly necessary develop test medicines
"For reasons of time I cannot, unfortunately, discuss all her contributions and I hope she will not take that as a sign of disrespect.",europarl,reasons time cannot unfortunately discuss contributions hope take sign disrespect
"Indeed, let us remember that even if Switzerland is not part of the European Union, it has made a major contribution to building the values and freedoms that are a shared heritage of the European continent.",europarl,indeed let us remember even switzerland part european union made major contribution building values freedoms shared heritage european continent
The idea behind this is to make it a true forum for conflict prevention and settlement and to encourage close collaboration between the activities of ACP and EU parliamentarians as election observers within the framework of EU election observation.,europarl,idea behind make true forum conflict prevention settlement encourage close collaboration activities acp parliamentarians election observers within framework election observation
"I believe that this is particularly important because we know nothing as yet about the long-term effects, such as whether other plants could develop resistance to this crop protection product, or whether there is resistance to antibiotics, because we have not yet had this genetically modified maize for long enough to have carried out a study that might have provided evidence of the long-term effects on human beings, on animals and on the environment.",europarl,believe particularly important know nothing yet long term effects whether plants could develop resistance crop protection product whether resistance antibiotics yet genetically modified maize long enough carried study might provided evidence long term effects human beings animals environment
"We are in favour of the European Union giving priority to mutually linked processes such as research, education and the elimination of administrative barriers, which present particular obstacles to small and medium-sized enterprises in exploiting the opportunities offered by the EU.",europarl,favour european union giving priority mutually linked processes research education elimination administrative barriers present particular obstacles small medium sized enterprises exploiting opportunities offered
"This is true for electromagnetic fields, for the microwaves used for mobile telephones, for the glutamate used in food and also for the agricultural chemicals that have caused human fertility to fall over the last 30 years in western countries.",europarl,true electromagnetic fields microwaves used mobile telephones glutamate used food also agricultural chemicals caused human fertility fall last years western countries
Multiparty elections which were promised for last December were cancelled and now parties themselves have been banned.,europarl,multiparty elections promised last december cancelled parties banned
"My question to the Council, given that it has not given a clear answer and, we are told, has not yet formulated a position, is this: will it agree to abolish subsidies in all cases on the basis of the conclusions of the Qatar summit and, if it does, will it take account of the fact that farming will be abandoned in countries such as Greece and other countries in the south and all that that implies, with small and medium-sized farms being wiped out, increased unemployment and the adverse impact on the environment?",europarl,question council given given clear answer told yet formulated position agree abolish subsidies cases basis conclusions qatar summit take account fact farming abandoned countries greece countries south implies small medium sized farms wiped increased unemployment adverse impact environment
It would not help to develop a genuine single market in consumer credit.,europarl,would help develop genuine single market consumer credit
"After all, industry is the most important player regarding ownership and operation of networks, and we lay down the rules that determine that industry has to guarantee the functioning of the network.",europarl,industry important player regarding ownership operation networks lay rules determine industry guarantee functioning network
"As for the flag, which we have stolen from the Council of Europe, even its proponents do not know what it means.",europarl,flag stolen council europe even proponents know means
"Personal privacy is threatened by the creation of large databases in connection with which data protection may, in the longer term, be difficult to maintain, particularly if there is little real opportunity to correct errors.",europarl,personal privacy threatened creation large databases connection data protection may longer term difficult maintain particularly little real opportunity correct errors
"In my opinion, we have made very good progress with Croatia and we can complete the process quickly.",europarl,opinion made good progress croatia complete process quickly
My electors have sent me here to tell you that they do not want GBP 45 million of their money every single day spent in the European Union.,europarl,electors sent tell want gbp million money every single day spent european union
"I would like to thank you for emphasising the importance of maintaining balance between trade and development in the final text of the agreement so that the sections relating to trade do not conflict with the sections on development, and for underlining the need to establish guarantees that the provisions on cooperation are effective in combating poverty and are in accordance with the EU's negotiating policy.",europarl,would like thank emphasising importance maintaining balance trade development final text agreement sections relating trade conflict sections development underlining need establish guarantees provisions cooperation effective combating poverty accordance negotiating policy
"It is also vital that people, if they so wish, can gain access to the information held in the various telecommunications registers.",europarl,also vital people wish gain access information held various telecommunications registers
"The days of waiting helplessly while airlines cancelled, delayed and overbooked flights will soon be over.",europarl,days waiting helplessly airlines cancelled delayed overbooked flights soon
"Proposal for a Decision (B5-0032/2002) pursuant to Rule 150(1) of the Rules of Procedure by the following Members: Poettering, on behalf of the PPE-DE Group, Barón Crespo, on behalf of the PSE Group, Cox, on behalf of the ELDR Group, Cohn-Bendit, on behalf of the Verts/ALE Group, Wurtz, on behalf of the GUE/NGL Group, Collins, on behalf of the UEN Group, Bonde, on behalf of the EDD Group, on the numerical strength of committees.",europarl,proposal decision b pursuant rule rules procedure following members poettering behalf ppe group barón crespo behalf pse group cox behalf eldr group cohn bendit behalf verts ale group wurtz behalf gue ngl group collins behalf uen group bonde behalf edd group numerical strength committees
"Moreover, I am convinced that it also puts another big question mark against the idea that a European security and defence policy is useful and necessary.",europarl,moreover convinced also puts another big question mark idea european security defence policy useful necessary
"On the one hand, it does more to ensure the safety of toys and hence the health of children by imposing new bans on allergenic substances and CMR, heavy metals and components that present a risk of choking.",europarl,one hand ensure safety toys hence health children imposing new bans allergenic substances cmr heavy metals components present risk choking
"In preparation for this, the Commission is working on a new monitoring system which will allow us to assess the state of progress in negotiations and actual implementation in each country accurately at any given time.",europarl,preparation commission working new monitoring system allow us assess state progress negotiations actual implementation country accurately given time
"There are of course obstacles to the acceptance of the latest group of rebels, for which we are calling, for what real motivation is there to accept them?",europarl,course obstacles acceptance latest group rebels calling real motivation accept
What action is the Commission taking to increase the coordination of fire protection strategies in EU Member States?,europarl,action commission taking increase coordination fire protection strategies member states
"This harmonisation should be subject to two criteria: firstly, the indication of a recommended daily intake as a guideline to the consumer and secondly, the establishment of a definitive list of permitted products.",europarl,harmonisation subject two criteria firstly indication recommended daily intake guideline consumer secondly establishment definitive list permitted products
"National qualification frameworks should mean an instrument serving to classify qualifications in line with criteria laid down for specific, attainable levels of study.",europarl,national qualification frameworks mean instrument serving classify qualifications line criteria laid specific attainable levels study
"Some speakers have suggested that, in actual fact, we are far from achieving our goal, that stereotypes still prevail, that we are content to use stereotypes rather than, as has been said time and again, to consider a range of contributory factors that would enable us to address more appropriately the difficulties that people have in the area of insurance.",europarl,speakers suggested actual fact far achieving goal stereotypes still prevail content use stereotypes rather said time consider range contributory factors would enable us address appropriately difficulties people area insurance
I would like to underline the importance of the accession of Romania and Bulgaria to this important space.,europarl,would like underline importance accession romania bulgaria important space
"(SL) There has been a monument to the first anti-fascists in Europe in Bazovica, near Trieste, a short distance from the Italian border with Slovenia, since as far back as September 1945.",europarl,sl monument first anti fascists europe bazovica near trieste short distance italian border slovenia since far back september
"An attack on a prison and on political prisoners is never regarded as acceptable anywhere, nor has it ever been in history.",europarl,attack prison political prisoners never regarded acceptable anywhere ever history
"Mr President, firstly, I would like to thank the rapporteur, Mr Miller, as well as the Committee on Legal Affairs and the Internal Market, whose work has enabled this case to be brought to a successful conclusion.",europarl,mr president firstly would like thank rapporteur mr miller well committee legal affairs internal market whose work enabled case brought successful conclusion
I hope that the House will agree to incorporate this point and that the House will also agree to the addition that the Member States should create an environment where employers are encouraged to take on workers.,europarl,hope house agree incorporate point house also agree addition member states create environment employers encouraged take workers
It is in the interest of both old and new Member States of the European Union to do away with this divide.,europarl,interest old new member states european union away divide
"With regard to the deterrent 8% interest rate, I am somewhat concerned about the results from certain regions of my country and other European states that are really struggling to respect the new rules.",europarl,regard deterrent interest rate somewhat concerned results certain regions country european states really struggling respect new rules
Members of this Parliament hail from 15 different sovereign states and are aware that company law differs widely from one Member State to another.,europarl,members parliament hail different sovereign states aware company law differs widely one member state another
"As for solutions, we are offered the panic advance - the revision of the transit system, a modest enough answer.",europarl,solutions offered panic advance revision transit system modest enough answer
I also think it is important to establish that each Member State has a perfect right to examine each asylum application itself.,europarl,also think important establish member state perfect right examine asylum application
"We noted how smoothly matters went at the polling stations when the votes were being counted, and we were able to keep track of the ballot papers until they were finally recorded by the Regional Committees.",europarl,noted smoothly matters went polling stations votes counted able keep track ballot papers finally recorded regional committees
They could also have been preceded by those workers in the steelworks whose blast furnaces have been quenched to enable steel to come in from Thailand.,europarl,could also preceded workers steelworks whose blast furnaces quenched enable steel come thailand
"As I have said, the day after tomorrow, I will be in Beijing and I will try, Mrs Gomez, to test the water with a positive interpretation of your excellent report.",europarl,said day tomorrow beijing try mrs gomez test water positive interpretation excellent report
The results were proclaimed by the Independent Electoral Commission and certified by the special representative of the UN Secretary-General.,europarl,results proclaimed independent electoral commission certified special representative secretary general
I agree with the rapporteur on the importance of preserving linguistic diversity.,europarl,agree rapporteur importance preserving linguistic diversity
In other words we have to force the Nigerian authorities to reflect democracy and free elections or - to be frank - turn off the tap of financial aid.,europarl,words force nigerian authorities reflect democracy free elections frank turn tap financial aid
Anyone who wants to can buy an electronic replica that looks exactly like an old-fashioned barometer.,europarl,anyone wants buy electronic replica looks exactly like old fashioned barometer
"The Commission is to pass a decision revising the Eures system, so that it efficiently supports the mobility of European manpower, the objective being for Eures to provide services and information both to job seekers and to companies looking to recruit at European level.",europarl,commission pass decision revising eures system efficiently supports mobility european manpower objective eures provide services information job seekers companies looking recruit european level
"For example, in my own city, the largest single cause of homelessness is domestic violence, namely violence against women and children in their homes.",europarl,example city largest single cause homelessness domestic violence namely violence women children homes
"Finally, many Member States still leave passive smokers at the mercy of smokers, be it at work or in places of entertainment.",europarl,finally many member states still leave passive smokers mercy smokers work places entertainment
"In fact, when we look at the rest of the world - when we see the dimension of America's strength in terms of defence and in technology; when we see the huge geographical dimension of Russia; when we see the huge demographic dimension of China and India - can we say that there are any big countries in Europe?",europarl,fact look rest world see dimension america strength terms defence technology see huge geographical dimension russia see huge demographic dimension china india say big countries europe
"It is impossible to ‘reform’ this proposal, as the Group of the European People’s Party (Christian Democrats) and European Democrats and the Socialist Group in the European Parliament are seeking to do, in an attempt to retain the core negative elements of the directive and, at the same time, to save face.",europarl,impossible reform proposal group european people party christian democrats european democrats socialist group european parliament seeking attempt retain core negative elements directive time save face
"Report (A5-0323/2001) by Mrs Corbey, on behalf of the Committee on the Environment, Public Health and Consumer Policy, on implementation of Directive 94/62/EC on packaging and packaging waste 2000/2319(INI)",europarl,report mrs corbey behalf committee environment public health consumer policy implementation directive ec packaging packaging waste ini
"It is crystal clear that small- and medium-sized farmers will receive far less money in compensation for the abolition of basic crops such as tobacco, cotton and oil.",europarl,crystal clear small medium sized farmers receive far less money compensation abolition basic crops tobacco cotton oil
It affects people and it reaches them at different times and on different issues.,europarl,affects people reaches different times different issues
"This cooperation will give ample opportunity for the representatives of civil society to be heard too, for the Commission appreciates that policy in this field cannot be made in the absence of a true dialogue with civil society as a whole.",europarl,cooperation give ample opportunity representatives civil society heard commission appreciates policy field cannot made absence true dialogue civil society whole
"In this case, it was possible because we came to a compromise between the proposals of the Commission, the Committee on the Environment, Public Health and Food Safety, and the Committee on Industry, Research and Energy on the most controversial topic.",europarl,case possible came compromise proposals commission committee environment public health food safety committee industry research energy controversial topic
"Europe and others, including the OSCE, could contribute to helping the country develop institutions that are stable, operational, less corrupt and more democratic.",europarl,europe others including osce could contribute helping country develop institutions stable operational less corrupt democratic
"Member of the Commission. - (IT) Mr President, ladies and gentlemen, I believe that as a result of Parliament's work, as a result of the text of the communication drawn up by Commissioner Reding for whom I am standing in, and also the excellent work by Mrs Gurmai, we have today given an important signal to the citizens listening to us in the gallery, who in theory represent the five hundred million European citizens, that the institutions are listening to citizens and are trying to find answers to citizens' needs, something which has to be the first priority of this Parliament, the Council and the Commission.",europarl,member commission mr president ladies gentlemen believe result parliament work result text communication drawn commissioner reding standing also excellent work mrs gurmai today given important signal citizens listening us gallery theory represent five hundred million european citizens institutions listening citizens trying find answers citizens needs something first priority parliament council commission
"We should use the original document for the vote, because the translations are not entirely accurate in every case, especially in the German version.",europarl,use original document vote translations entirely accurate every case especially german version
"It is with great disquiet that I see how some governments are now trying, for whatever reasons they may have, to cut down to size the European Commission's role as Guardian of the Treaties.",europarl,great disquiet see governments trying whatever reasons may cut size european commission role guardian treaties
Only if manufacturers themselves are saddled with the extra costs for re-use and recycling will they gain the financial incentive to design their electrical and electronic products in such a way as to ensure that they can be re-used more easily and in a more environmentally-friendly manner.,europarl,manufacturers saddled extra costs use recycling gain financial incentive design electrical electronic products way ensure used easily environmentally friendly manner
"Mr President, although we welcome the Commission communication, I regret that it does not adequately reflect the fundamental principle - stated in Cotonou - of participation by non-state actors (NSAs).",europarl,mr president although welcome commission communication regret adequately reflect fundamental principle stated cotonou participation non state actors nsas
"According to the , just five of the emission allowance allocations published by the Member States for the next phase fulfil the main criteria.",europarl,according five emission allowance allocations published member states next phase fulfil main criteria
"Having experienced many vicissitudes and a period of paralysis with regard to the projects financed by this programme, the Portuguese Presidency and the European Parliament finally formalised an agreement specifically on a budgetary framework of EUR 640 million for the period 2000-2004.",europarl,experienced many vicissitudes period paralysis regard projects financed programme portuguese presidency european parliament finally formalised agreement specifically budgetary framework eur million period
"More than EUR 15 billion are currently being allocated from the Structural Funds to, for example, bio fuels, etc.",europarl,eur billion currently allocated structural funds example bio fuels etc
"We have since seen what his opinion was worth, and today, in fact, nobody any longer believes that territorial integrity is possible in a country whose government authorities long ago lost control over it.",europarl,since seen opinion worth today fact nobody longer believes territorial integrity possible country whose government authorities long ago lost control
"However, we believe that it is absolutely necessary to monitor these devices and the Committee on the Environment's amendments have attempted to set out precisely why and how.",europarl,however believe absolutely necessary monitor devices committee environment amendments attempted set precisely
"I would like to make it known that I voted against the Estrela report on reducing health inequalities as a result of paragraph 25 of the text, which emphasises, among other things, that the European Union and the Member States must guarantee women the right to safe abortion.",europarl,would like make known voted estrela report reducing health inequalities result paragraph text emphasises among things european union member states must guarantee women right safe abortion
"Yet no one is accusing these countries of housing such camps, or voicing suspicions along these lines.",europarl,yet one accusing countries housing camps voicing suspicions along lines
"Indeed, I remain conscious of the fact that, setting aside the Prestige disaster, maritime hooligans pollute our seas on a daily basis by a criminal act for which the penalties are not sufficiently severe: that of discharging waste into the sea.",europarl,indeed remain conscious fact setting aside prestige disaster maritime hooligans pollute daily basis criminal act penalties sufficiently severe discharging waste
I am quite confident that the steady progress in this area will continue under the forthcoming British presidency.,europarl,quite confident steady progress area continue forthcoming british presidency
"At the same time, however, any kind of Sudanese veto against the United Nations would be unacceptable: there are hundreds of thousands of innocent lives at stake, and we need to do something for them.",europarl,time however kind sudanese veto united nations would unacceptable hundreds thousands innocent lives stake need something
"We need, then, to add new words to our vocabulary, words that could be conjugated so as to make them serve the needs of a plan for positive social change: as I said previously, reduced working hours, time policy, flexibility.",europarl,need add new words vocabulary words could conjugated make serve needs plan positive social change said previously reduced working hours time policy flexibility
We also would like to draw attention to the fact that errors highlighted in the report should not be mistakenly understood as irregularities or possibly even abuses.,europarl,also would like draw attention fact errors highlighted report mistakenly understood irregularities possibly even abuses
"In reaching its decision therefore, the Commission took account of the fact that there were no previous decisions of the Commission or case-law from the Court of Justice to guide CFO in its ticketing policy.",europarl,reaching decision therefore commission took account fact previous decisions commission case law court justice guide cfo ticketing policy
"We must not lose sight of the benefits of nuclear energy, which produces low carbon dioxide emissions, incurs relatively lower costs and ensures energy independence.",europarl,must lose sight benefits nuclear energy produces low carbon dioxide emissions incurs relatively lower costs ensures energy independence
"However, in phasing out substances, we must also ensure that existing F-gases are not simply released into the environment.",europarl,however phasing substances must also ensure existing f gases simply released environment
"The Cardinal of Milan, His Excellency Dionigi Tettamanzi, from the city of Genoa, had stated the day before that we must open our arms to the immigrants who come to Europe, particularly, to Milan, and I am afraid that he received abusive telephone calls during the programme from disgruntled people who did not agree with this recommendation.",europarl,cardinal milan excellency dionigi tettamanzi city genoa stated day must open arms immigrants come europe particularly milan afraid received abusive telephone calls programme disgruntled people agree recommendation
"Vice-President of the Commission. - (IT) Mr President, ladies and gentlemen, I do not think anyone in this House can have any doubt that these actions are unlawful.",europarl,vice president commission mr president ladies gentlemen think anyone house doubt actions unlawful
The Commission must ensure that the mechanism is effectively and efficiently implemented.,europarl,commission must ensure mechanism effectively efficiently implemented
"   Mr President, Mr President-in-Office of the Council, it is not, of course, the case that the textiles industry has been dormant in recent years.",europarl,mr president mr president office council course case textiles industry dormant recent years
The Annual Report for 1995 acknowledges the initiatives taken in the framework of the sound and efficient management 2000 project and I will come back to that.,europarl,annual report acknowledges initiatives taken framework sound efficient management project come back
"The Commission services are currently analysing the substance and impact of this ruling, and the best way to proceed.",europarl,commission services currently analysing substance impact ruling best way proceed
Genetically modified foods are multiplying on the EU market. These foods are unwanted and are potentially damaging to human health and to the environment.,europarl,genetically modified foods multiplying market foods unwanted potentially damaging human health environment
"Can I therefore conclude that until the setting up of the committee of inquiry the Commission never, at any time, collectively - and here of course I mean principally you and the other Commissioners - came to any political understanding of what it would mean if we extended this system?",europarl,therefore conclude setting committee inquiry commission never time collectively course mean principally commissioners came political understanding would mean extended system
Does the Commission believe that this strong policy of stopping sales altogether is a Commission policy or not?,europarl,commission believe strong policy stopping sales altogether commission policy
"The problem of peaceful coexistence with Israel will not be resolved through unilateral recognition of the Palestinian State, which, moreover, still has not been self-proclaimed.",europarl,problem peaceful coexistence israel resolved unilateral recognition palestinian state moreover still self proclaimed
"In spite of the meagre resources, we have to fight an important battle: the continual references to private funding could in some ways be ideologically inspired, in that to my mind, major infrastructure networks linking areas which include some on the periphery have a real need of public resources, and these can be made available through joint efforts from the EU budget and national policies.",europarl,spite meagre resources fight important battle continual references private funding could ways ideologically inspired mind major infrastructure networks linking areas include periphery real need public resources made available joint efforts budget national policies
"Following on from the March European Council, Member States will finalise the drafting of the national reform programmes and stability or convergence reports, which will be submitted to the Commission in April.",europarl,following march european council member states finalise drafting national reform programmes stability convergence reports submitted commission april
"It has affected the industry, which has recorded major losses in an extremely short space of time, and consumers at a time when, at least in Romania, there is usually a significant consumption of pork, in keeping with the tradition of celebrating Christmas.",europarl,affected industry recorded major losses extremely short space time consumers time least romania usually significant consumption pork keeping tradition celebrating christmas
Article 152 of the EU Treaty requires Member States to ensure a high level of health protection.,europarl,article treaty requires member states ensure high level health protection
"The strategy must take account of the various situations, which differ from one country to another.",europarl,strategy must take account various situations differ one country another
However - and I address my remarks to the Commissioner - there are more practical things we can do.,europarl,however address remarks commissioner practical things
"The Member States must adopt all the measures needed to ensure that fundamental rights are respected, the protection of the citizens against terrorism and organised crime, support and compensation for victims, and to ensure the effective and equitable access of European citizens to justice.",europarl,member states must adopt measures needed ensure fundamental rights respected protection citizens terrorism organised crime support compensation victims ensure effective equitable access european citizens justice
"   Mr President, Commissioner, ladies and gentlemen, the European Union has already adopted a number of directives in the field of copyright.",europarl,mr president commissioner ladies gentlemen european union already adopted number directives field copyright
"Still on the subject of foreign policy, let me make another observation concerning the ad hoc group that we have now set up to examine direct payments to the Palestinian National Authority.",europarl,still subject foreign policy let make another observation concerning ad hoc group set examine direct payments palestinian national authority
"in writing. - (PT) The document in question does not fundamentally alter the content of the Regulation adopted by this Parliament in November 2006, which established a public-private partnership to develop a European air traffic management system.",europarl,writing pt document question fundamentally alter content regulation adopted parliament november established public private partnership develop european air traffic management system
"If we do not succeed in doing this, however many conventions we produce we will never manage to build Europe, especially when one country - I am referring to Ireland but there may be many others, including my own - has refused to recognise, to sign and to ratify the Nice Treaty and when three Member States have refused to share our experience with the single currency.",europarl,succeed however many conventions produce never manage build europe especially one country referring ireland may many others including refused recognise sign ratify nice treaty three member states refused share experience single currency
"However, I want to say that when I talked with them today, and I realised that they got on the bus in Rzeszów, a city in the south-east of Poland, and without having to stop at any borders, they came here to Strasbourg, to their Parliament, I thought that none of us who remember 4 June could imagine such felicitous events - today, young Poles, young Czechs, Estonians and Lithuanians come here to their Parliament.",europarl,however want say talked today realised got bus rzeszów city south east poland without stop borders came strasbourg parliament thought none us remember june could imagine felicitous events today young poles young czechs estonians lithuanians come parliament
That is a long time - a very long time to die in agony - and it is a concession which increases the Commission's figure by a factor of 10.,europarl,long time long time die agony concession increases commission figure factor
"Ms Reding, this is the time for the EU to prove that it is a community of values and that it will intervene if fundamental rights are being violated.",europarl,ms reding time prove community values intervene fundamental rights violated
"Such people very often display antipathy towards others, feel alienated, and have a fear of the censure of society.",europarl,people often display antipathy towards others feel alienated fear censure society
"This is a subject that must be approached sensibly, without preconceived fundamentalist ideas.",europarl,subject must approached sensibly without preconceived fundamentalist ideas
I should like to welcome in particular the new LEADER+ programme because of its comprehensive nature.,europarl,like welcome particular new leader programme comprehensive nature
"We advocate closer relations between the Member States of the European Union and the countries of the Mediterranean, and feel that this must be developed on the basis of enhancing economic and cultural relations between these countries, respecting the interests of each and every one in order to achieve development and to improve the living standards of all peoples.",europarl,advocate closer relations member states european union countries mediterranean feel must developed basis enhancing economic cultural relations countries respecting interests every one order achieve development improve living standards peoples
"Establishing their reliability objectively would mean auditing 100% of tax returns at all times, involving the handing over of all the supporting documents.",europarl,establishing reliability objectively would mean auditing tax returns times involving handing supporting documents
"   – Mr President, I must thank the Commission representative and the rapporteur, who have been extremely clear in expounding their views.",europarl,mr president must thank commission representative rapporteur extremely clear expounding views
"Still on judicial cooperation, considerable progress has been made on the legal protection of the euro, and the European Parliament is being consulted on a framework decision which is of fundamental strategic importance.",europarl,still judicial cooperation considerable progress made legal protection euro european parliament consulted framework decision fundamental strategic importance
"(FI) Mr President, I wish to thank the rapporteur for her excellent work, and especially for the proper way in which she views the International Maritime Organisation's decision on sulphur emissions.",europarl,fi mr president wish thank rapporteur excellent work especially proper way views international maritime organisation decision sulphur emissions
"As far as I am aware, nothing has been done in this specific area, that is, amending the TRIPS rules, and I should like to ask the reason for this, partly because the situation has lately become even more tragic with the TRIPS rules being adopted by the Indian Government.",europarl,far aware nothing done specific area amending trips rules like ask reason partly situation lately become even tragic trips rules adopted indian government
"We cannot give money to these countries, on the one hand, and basically steal from them through unfair trade agreements between them and the EU, on the other.",europarl,cannot give money countries one hand basically steal unfair trade agreements
"Debt is rightly often written down or often completely written off in the donor countries, and as a result the countries that obtain money by way of aid in this way are the rich donor countries.",europarl,debt rightly often written often completely written donor countries result countries obtain money way aid way rich donor countries
Can she say to what extent discussions have taken place with the Irish Government on the possibility of sub-dividing Ireland into a number of regions in the context of the regional policy programme expected to follow the present one which finishes in 1999?,europarl,say extent discussions taken place irish government possibility sub dividing ireland number regions context regional policy programme expected follow present one finishes
"My country, Poland, is essentially interested in cooperating closely with Russia.",europarl,country poland essentially interested cooperating closely russia
"The industrial sector in the EU still has great potential for improvement, both in the delivery of research and innovation in business opportunities and in anticipating such opportunities to ensure more rapid adaptation to changes in the market.",europarl,industrial sector still great potential improvement delivery research innovation business opportunities anticipating opportunities ensure rapid adaptation changes market
I would also like to point out to Mrs in 't Veld that infringement proceedings are still open with regard to seven Member States that have failed to communicate their transposition measures.,europarl,would also like point mrs veld infringement proceedings still open regard seven member states failed communicate transposition measures
"Following that debate, the Commission adopted a White Paper, some of the important actions from which are raised in your question.",europarl,following debate commission adopted white paper important actions raised question
"A lesser role for the national politicians and national government institutions of Haiti, then, and a greater role for the so far fragile partnership between its citizens and the international community.",europarl,lesser role national politicians national government institutions haiti greater role far fragile partnership citizens international community
"Consequently, it is no longer so important to refer to further indications of the approaching Apocalypse linked to rising temperatures.",europarl,consequently longer important refer indications approaching apocalypse linked rising temperatures
A book of condolences for messages of sympathy from Members and staff of the European Parliament will be open during this week's sitting on Wednesday and Thursday at the front of the Chamber.,europarl,book condolences messages sympathy members staff european parliament open week sitting wednesday thursday front chamber
"It is important for us to see to what extent the Bank can provide cofinancing for projects financed from Structural Funds in Member States in the East because, as you are aware, a number of SMEs and local authorities are experiencing major difficulties in accessing European funds for which no cofinancing is available on the financial and banking market.",europarl,important us see extent bank provide cofinancing projects financed structural funds member states east aware number smes local authorities experiencing major difficulties accessing european funds cofinancing available financial banking market
The Commission’s proposal to abolish the VAT exemption granted to public postal services comes from this same vague desire for standardisation.,europarl,commission proposal abolish vat exemption granted public postal services comes vague desire standardisation
"Today, and at the eleventh hour, the Commission have advised me, albeit indirectly, of its difficulties.",europarl,today eleventh hour commission advised albeit indirectly difficulties
The mutual recognition of travel documents is paramount to implementing EU policy on the admission of third country nationals.,europarl,mutual recognition travel documents paramount implementing policy admission third country nationals
That is why Parliament will have to ensure that belief in the principles of democracy and a willingness to be accountable are significant factors in the choice of prospective board members.,europarl,parliament ensure belief principles democracy willingness accountable significant factors choice prospective board members
The fundamental purpose of this proposal is that legal migration should be seen not as a problem but as an opportunity for all of us and for Europe in particular.,europarl,fundamental purpose proposal legal migration seen problem opportunity us europe particular
"Maintaining the CAP is only reasonable in the eyes of European taxpayers and defensible at negotiations with ministries of finance if we can show that in addition to European food safety, agriculture can also provide social and environmental public goods for society.",europarl,maintaining cap reasonable eyes european taxpayers defensible negotiations ministries finance show addition european food safety agriculture also provide social environmental public goods society
